"playerID","tmID","GP","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","center","forward","guard","allstar","minutesPerGame","pointsPerGame","assistsPerGame","oReboundsPerGame","dReboundsPerGame","reboundsPerGame","stealsPerGame","blocksPerGame","turnoversPerGame","fgAttemptedPerGame","fgMadePerGame","ftAttemptedPerGame","ftMadePerGame","threeAttemptedPerGame","threeMadePerGame","GPRatio","healthy","lgPoints","lgAssists","lgRebounds","lgDRebounds","lgORebounds","tmPoints","tmAssists","tmRebounds","tmDRebounds","tmORebounds","ftPct","fgPct","threePct","efgPct","astTovRatio","dReboundPct","oReboundPct","totalGameScore","avgGameScore"
"Jose Calderon","DET",49,632,113,11,49,60,115,16,3,35,64,120,45,11,9,57,14,0,0,1,0,12.8979591836735,2.30612244897959,2.3469387755102,0.224489795918367,1,1.22448979591837,0.326530612244898,0.0612244897959184,0.714285714285714,2.44897959183673,0.918367346938776,0.224489795918367,0.183673469387755,1.16326530612245,0.285714285714286,0.597560975609756,0,0.000361681016547707,0.00168626645942696,0.000470488602413607,0.000497502335215043,0.000378853108317548,0.0128730918204602,0.0623306233062331,0.0162689804772234,0.0178052325581395,0.0117521367521368,0.818181818181818,0.375,0.245614035087719,0.433333333333333,3.28571428571429,0.816666666666667,0.183333333333333,112.2,2.28979591836735
"Kentavious Caldwell-Pope","LAL",82,2035,938,48,190,238,110,73,13,65,137,756,325,158,137,435,151,0,0,1,0,24.8170731707317,11.4390243902439,1.34146341463415,0.585365853658537,2.31707317073171,2.90243902439024,0.890243902439024,0.158536585365854,0.792682926829268,9.21951219512195,3.96341463414634,1.92682926829268,1.67073170731707,5.30487804878049,1.84146341463415,1,1,0.00300227250904203,0.0016129505264084,0.00186627145624064,0.00192909068756853,0.00165317719993112,0.102345881069285,0.0524809160305343,0.062303664921466,0.0636515912897822,0.0574850299401198,0.867088607594937,0.42989417989418,0.347126436781609,0.529761904761905,1.69230769230769,0.798319327731092,0.201680672268908,720.7,8.78902439024391
"Isaiah Canaan","TOT",30,629,181,6,52,58,84,14,2,35,52,164,64,24,19,96,34,0,0,1,0,20.9666666666667,6.03333333333333,2.8,0.2,1.73333333333333,1.93333333333333,0.466666666666667,0.0666666666666667,1.16666666666667,5.46666666666667,2.13333333333333,0.8,0.633333333333333,3.2,1.13333333333333,0.365853658536585,0,0.000579329769868451,0.00123170767471187,0.00045480564899982,0.000527961661860862,0.00020664714999139,0.00465810536068147,0.0108878807517822,0.00353227771010962,0.00405015966975621,0.0016755096341804,0.791666666666667,0.390243902439024,0.354166666666667,0.49390243902439,2.4,0.896551724137931,0.103448275862069,141.6,4.72
"Isaiah Canaan","PHO",19,503,142,5,44,49,62,12,0,29,46,129,51,20,15,72,25,0,0,1,0,26.4736842105263,7.47368421052632,3.26315789473684,0.263157894736842,2.31578947368421,2.57894736842105,0.631578947368421,0,1.52631578947368,6.78947368421053,2.68421052631579,1.05263157894737,0.789473684210526,3.78947368421053,1.31578947368421,0.231707317073171,0,0.000454501808405083,0.000909117569430189,0.000384232358637779,0.000446736790805345,0.000172205958326158,0.0161089052750993,0.0316811446090956,0.0147991543340381,0.0171673819742489,0.00668449197860963,0.75,0.395348837209302,0.347222222222222,0.492248062015504,2.13793103448276,0.897959183673469,0.102040816326531,104.8,5.51578947368421
"Isaiah Canaan","MIN",7,95,33,0,5,5,19,2,1,4,4,29,11,4,4,19,7,0,0,1,0,13.5714285714286,4.71428571428571,2.71428571428571,0,0.714285714285714,0.714285714285714,0.285714285714286,0.142857142857143,0.571428571428571,4.14285714285714,1.57142857142857,0.571428571428571,0.571428571428571,2.71428571428571,1,0.0853658536585366,0,0.000105623659699773,0.000278600545470542,3.92073835344672e-05,5.07655444096982e-05,0,0.00357801149300661,0.00941526263627354,0.00136128505309012,0.00181818181818182,0,1,0.379310344827586,0.368421052631579,0.5,4.75,1,0,31.8,4.54285714285714
"Isaiah Canaan","MIL",4,31,6,1,3,4,3,0,1,2,2,6,2,0,0,5,2,0,0,1,0,7.75,1.5,0.75,0.25,0.75,1,0,0.25,0.5,1.5,0.5,0,0,1.25,0.5,0.0487804878048781,0,1.9204301763595e-05,4.39895598111382e-05,3.13659068275738e-05,3.04593266458189e-05,3.44411916652316e-05,0.000619450753665084,0.00140449438202247,0.000980872976949485,0.000904704463208685,0.00131233595800525,NA,0.333333333333333,0.4,0.5,1.5,0.75,0.25,5,1.25
"Clint Capela","HOU",67,2249,1114,298,550,848,96,44,102,94,168,732,474,261,166,0,0,1,0,0,0,33.5671641791045,16.6268656716418,1.43283582089552,4.44776119402985,8.2089552238806,12.6567164179104,0.656716417910448,1.52238805970149,1.40298507462687,10.9253731343284,7.07462686567164,3.8955223880597,2.47761194029851,0,0,0.817073170731707,1,0.00356559869410748,0.00140766591395642,0.00664957224744564,0.00558420988506681,0.010263475116239,0.119259179959319,0.0551407237219989,0.245868367642795,0.210486031381554,0.356459330143541,0.636015325670498,0.647540983606557,0,0.647540983606557,1.02127659574468,0.648584905660377,0.351415094339623,1148.2,17.1373134328358
"DeMarre Carroll","BRK",67,1703,744,68,281,349,85,31,10,73,114,575,227,242,184,310,106,0,1,0,0,25.4179104477612,11.1044776119403,1.26865671641791,1.01492537313433,4.19402985074627,5.2089552238806,0.462686567164179,0.149253731343284,1.08955223880597,8.58208955223881,3.38805970149254,3.61194029850746,2.74626865671642,4.62686567164179,1.58208955223881,0.817073170731707,1,0.00238133341868579,0.00124637086131558,0.00273667537070581,0.00285302359582504,0.00234200103323575,0.0808344198174707,0.0435005117707267,0.0913851793663263,0.0962658444672833,0.0755555555555556,0.760330578512397,0.394782608695652,0.341935483870968,0.48695652173913,1.16438356164384,0.805157593123209,0.194842406876791,562.3,8.39253731343283
"Jevon Carter","MEM",39,577,172,14,52,66,69,26,11,33,55,185,56,32,26,102,34,0,0,1,0,14.7948717948718,4.41025641025641,1.76923076923077,0.358974358974359,1.33333333333333,1.69230769230769,0.666666666666667,0.282051282051282,0.846153846153846,4.74358974358974,1.43589743589744,0.82051282051282,0.666666666666667,2.61538461538462,0.871794871794872,0.475609756097561,0,0.000550523317223058,0.00101175987565618,0.000517537462654967,0.000527961661860862,0.000482176683313243,0.0202591283863369,0.0351502801833928,0.0192644483362522,0.0192378838327784,0.0193637621023513,0.8125,0.302702702702703,0.333333333333333,0.394594594594595,2.09090909090909,0.787878787878788,0.212121212121212,128.5,3.29487179487179
"Vince Carter","ATL",76,1330,562,31,163,194,87,44,27,48,141,468,196,66,47,316,123,0,1,0,0,17.5,7.39473684210526,1.14473684210526,0.407894736842105,2.14473684210526,2.55263157894737,0.578947368421053,0.355263157894737,0.631578947368421,6.15789473684211,2.57894736842105,0.868421052631579,0.618421052631579,4.15789473684211,1.61842105263158,0.926829268292683,1,0.00179880293185674,0.00127569723452301,0.00152124648113733,0.00165495674775616,0.00106767694162218,0.0604691198622767,0.0410764872521246,0.0513227513227513,0.0576991150442478,0.0324607329842932,0.712121212121212,0.418803418803419,0.389240506329114,0.550213675213675,1.8125,0.84020618556701,0.15979381443299,444.4,5.84736842105263
"Wendell Carter","CHI",44,1110,455,87,220,307,78,26,58,65,152,371,180,112,89,32,6,1,0,0,0,25.2272727272727,10.3409090909091,1.77272727272727,1.97727272727273,5,6.97727272727273,0.590909090909091,1.31818181818182,1.47727272727273,8.43181818181818,4.09090909090909,2.54545454545455,2.02272727272727,0.727272727272727,0.136363636363636,0.536585365853659,0,0.00145632621707262,0.00114372855508959,0.00240733334901629,0.00223368395402672,0.00299638367487515,0.05287623474724,0.0434298440979955,0.0872903042365653,0.0785994998213648,0.12116991643454,0.794642857142857,0.485175202156334,0.1875,0.493261455525606,1.2,0.716612377850163,0.283387622149837,382.8,8.7
"Michael Carter-Williams","TOT",28,372,134,19,51,70,70,20,15,20,48,123,46,53,32,38,10,0,0,1,0,13.2857142857143,4.78571428571429,2.5,0.678571428571429,1.82142857142857,2.5,0.714285714285714,0.535714285714286,0.714285714285714,4.39285714285714,1.64285714285714,1.89285714285714,1.14285714285714,1.35714285714286,0.357142857142857,0.341463414634146,0,0.000428896072720289,0.00102642306225989,0.000548903369482541,0.000517808552978922,0.000654382641639401,0.00344854209022827,0.00907323395981854,0.00426309378806334,0.00397227198379936,0.00530578050823792,0.60377358490566,0.373983739837398,0.263157894736842,0.414634146341463,3.5,0.728571428571429,0.271428571428571,130.8,4.67142857142857
"Michael Carter-Williams","HOU",16,145,69,3,10,13,21,9,6,10,27,61,25,26,12,19,7,0,0,1,0,9.0625,4.3125,1.3125,0.1875,0.625,0.8125,0.5625,0.375,0.625,3.8125,1.5625,1.625,0.75,1.1875,0.4375,0.195121951219512,0,0.000220849470281343,0.000307926918677967,0.000101939197189615,0.000101531088819396,0.000103323574995695,0.00738678942297399,0.0120620333141872,0.00376920846622209,0.00382701875239189,0.00358851674641148,0.461538461538462,0.409836065573771,0.368421052631579,0.467213114754098,2.1,0.769230769230769,0.230769230769231,45.7,2.85625
"Michael Carter-Williams","ORL",12,227,65,16,41,57,49,11,9,10,21,62,21,27,20,19,3,0,0,1,0,18.9166666666667,5.41666666666667,4.08333333333333,1.33333333333333,3.41666666666667,4.75,0.916666666666667,0.75,0.833333333333333,5.16666666666667,1.75,2.25,1.66666666666667,1.58333333333333,0.25,0.146341463414634,0,0.000208046602438946,0.000718496143581923,0.000446964172292926,0.000416277464159526,0.000551059066643706,0.00738636363636364,0.0233890214797136,0.0153061224489796,0.0141281874569263,0.0194647201946472,0.740740740740741,0.338709677419355,0.157894736842105,0.362903225806452,4.9,0.719298245614035,0.280701754385965,85.1,7.09166666666667
"Alex Caruso","LAL",25,531,229,20,47,67,77,24,9,42,54,173,77,64,51,50,24,0,0,1,0,21.24,9.16,3.08,0.8,1.88,2.68,0.96,0.36,1.68,6.92,3.08,2.56,2.04,2,0.96,0.304878048780488,0,0.000732964183977211,0.00112906536848588,0.000525378939361861,0.000477196117451164,0.000688823833304632,0.0249863611565739,0.036736641221374,0.0175392670157068,0.0157453936348409,0.0239520958083832,0.796875,0.445086705202312,0.48,0.514450867052023,1.83333333333333,0.701492537313433,0.298507462686567,191.8,7.672
"Omri Casspi","MEM",36,520,226,17,98,115,26,20,9,23,35,161,86,58,39,43,15,0,1,0,0,14.4444444444444,6.27777777777778,0.722222222222222,0.472222222222222,2.72222222222222,3.19444444444444,0.555555555555556,0.25,0.638888888888889,4.47222222222222,2.38888888888889,1.61111111111111,1.08333333333333,1.19444444444444,0.416666666666667,0.439024390243902,0,0.000723362033095413,0.000381242851696531,0.000901769821292746,0.000995004670430086,0.000585500258308937,0.0266195524146054,0.0132450331125828,0.0335668417980152,0.0362560118386977,0.0235131396957123,0.672413793103448,0.53416149068323,0.348837209302326,0.580745341614907,1.1304347826087,0.852173913043478,0.147826086956522,194.9,5.41388888888889
"Willie Cauley-Stein","SAC",81,2213,965,181,497,678,194,96,51,84,227,741,412,254,140,2,1,1,0,0,0,27.320987654321,11.9135802469136,2.39506172839506,2.23456790123457,6.1358024691358,8.37037037037037,1.18518518518519,0.62962962962963,1.03703703703704,9.14814814814815,5.08641975308642,3.1358024691358,1.72839506172839,0.0246913580246914,0.0123456790123457,0.98780487804878,1,0.0030886918669782,0.00284465820112027,0.00531652120727375,0.00504609511432401,0.00623385569140692,0.103065256862117,0.0931349015842535,0.182013422818792,0.176303653777935,0.199779249448124,0.551181102362205,0.556005398110661,0.5,0.55668016194332,2.30952380952381,0.733038348082596,0.266961651917404,934.4,11.5358024691358
"Troy Caupain","ORL",4,16,10,1,2,3,4,1,0,0,0,8,4,0,0,3,2,0,0,1,0,4,2.5,1,0.25,0.5,0.75,0.25,0,0,2,1,0,0,0.75,0.5,0.0487804878048781,0,3.20071696059917e-05,5.86527464148509e-05,2.35244301206803e-05,2.03062177638793e-05,3.44411916652316e-05,0.00113636363636364,0.00190930787589499,0.000805585392051557,0.000689179875947622,0.00121654501216545,NA,0.5,0.666666666666667,0.625,0,0.666666666666667,0.333333333333333,11.9,2.975
"Tyler Cavanaugh","UTA",11,39,9,3,5,8,1,0,0,1,3,10,3,2,2,5,1,0,1,0,0,3.54545454545455,0.818181818181818,0.0909090909090909,0.272727272727273,0.454545454545455,0.727272727272727,0,0,0.0909090909090909,0.909090909090909,0.272727272727273,0.181818181818182,0.181818181818182,0.454545454545455,0.0909090909090909,0.134146341463415,0,2.88064526453926e-05,1.46631866037127e-05,6.27318136551475e-05,5.07655444096982e-05,0.000103323574995695,0.000982425499399629,0.00046882325363338,0.00210470928702973,0.00167728950016773,0.00365853658536585,1,0.3,0.2,0.35,1,0.625,0.375,5.7,0.518181818181818
"Tyson Chandler","TOT",55,875,173,92,215,307,37,21,23,42,110,99,61,87,51,1,0,1,0,0,0,15.9090909090909,3.14545454545455,0.672727272727273,1.67272727272727,3.90909090909091,5.58181818181818,0.381818181818182,0.418181818181818,0.763636363636364,1.8,1.10909090909091,1.58181818181818,0.927272727272727,0.0181818181818182,0,0.670731707317073,0,0.000553724034183657,0.000542537904337371,0.00240733334901629,0.00218291840961702,0.00316858963320131,0.0044522222508171,0.00479585223590408,0.0186967113276492,0.0167458524807228,0.0256911477240994,0.586206896551724,0.616161616161616,0,0.616161616161616,0.880952380952381,0.700325732899023,0.299674267100977,219.6,3.99272727272727
"Tyson Chandler","PHO",7,89,26,7,32,39,6,2,1,7,21,12,8,18,10,0,0,1,0,0,0,12.7142857142857,3.71428571428571,0.857142857142857,1,4.57142857142857,5.57142857142857,0.285714285714286,0.142857142857143,1,1.71428571428571,1.14285714285714,2.57142857142857,1.42857142857143,0,0,0.0853658536585366,0,8.32186409755785e-05,8.79791196222763e-05,0.000305817591568844,0.000324899484222069,0.000241088341656621,0.0029495178672717,0.00306591722023505,0.0117789187556629,0.0124853687085447,0.00935828877005348,0.555555555555556,0.666666666666667,0,0.666666666666667,0.857142857142857,0.82051282051282,0.179487179487179,23.6,3.37142857142857
"Tyson Chandler","LAL",48,786,147,85,183,268,31,19,22,35,89,87,53,69,41,1,0,1,0,0,0,16.375,3.0625,0.645833333333333,1.77083333333333,3.8125,5.58333333333333,0.395833333333333,0.458333333333333,0.729166666666667,1.8125,1.10416666666667,1.4375,0.854166666666667,0.0208333333333333,0,0.585365853658537,0,0.000470505393208079,0.000454558784715094,0.00210151575744744,0.00185801892539496,0.00292750129154469,0.0160392798690671,0.0147900763358779,0.0701570680628272,0.0613065326633166,0.101796407185629,0.594202898550725,0.609195402298851,0,0.609195402298851,0.885714285714286,0.682835820895522,0.317164179104478,196,4.08333333333333
"Wilson Chandler","TOT",51,1177,305,48,167,215,82,25,21,46,123,273,114,25,18,158,59,0,1,0,0,23.078431372549,5.98039215686275,1.6078431372549,0.941176470588235,3.27450980392157,4.2156862745098,0.490196078431373,0.411764705882353,0.901960784313726,5.35294117647059,2.23529411764706,0.490196078431373,0.352941176470588,3.09803921568627,1.15686274509804,0.621951219512195,0,0.000976218672982748,0.00120238130150444,0.00168591749198209,0.00169556918328392,0.00165317719993112,0.00784929356357928,0.0106286454957874,0.0130937880633374,0.013007243554794,0.0134040770734432,0.72,0.417582417582418,0.373417721518987,0.525641025641026,1.78260869565217,0.776744186046512,0.223255813953488,265.9,5.21372549019608
"Wilson Chandler","PHI",36,951,241,44,124,168,72,22,18,39,94,207,91,18,13,118,46,0,1,0,0,26.4166666666667,6.69444444444444,2,1.22222222222222,3.44444444444444,4.66666666666667,0.611111111111111,0.5,1.08333333333333,5.75,2.52777777777778,0.5,0.361111111111111,3.27777777777778,1.27777777777778,0.439024390243902,0,0.000771372787504401,0.00105574943546732,0.0013173680867581,0.00125898550136052,0.00151541243327019,0.0255161461090524,0.0326234707748074,0.0428899668113352,0.0409917355371901,0.0493273542600897,0.722222222222222,0.439613526570048,0.389830508474576,0.550724637681159,1.84615384615385,0.738095238095238,0.261904761904762,225.3,6.25833333333333
"Wilson Chandler","LAC",15,226,64,4,43,47,10,3,3,7,29,66,23,7,5,40,13,0,1,0,0,15.0666666666667,4.26666666666667,0.666666666666667,0.266666666666667,2.86666666666667,3.13333333333333,0.2,0.2,0.466666666666667,4.4,1.53333333333333,0.466666666666667,0.333333333333333,2.66666666666667,0.866666666666667,0.182926829268293,0,0.000204845885478347,0.000146631866037127,0.000368549405223992,0.000436583681923405,0.000137764766660926,0.00677822495234061,0.0050761421319797,0.012593783494105,0.0146457765667575,0.0050251256281407,0.714285714285714,0.348484848484849,0.325,0.446969696969697,1.42857142857143,0.914893617021277,0.0851063829787234,40.6,2.70666666666667
"Joe Chealey","CHO",1,8,2,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,0,8,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0.0121951219512195,0,6.40143392119835e-06,1.46631866037127e-05,0,0,0,0.000220240061667217,0.0005249343832021,0,0,0,NA,0.333333333333333,0,0.333333333333333,0,NA,NA,0.6,0.6
"Chris Chiozza","HOU",7,33,6,1,3,4,4,1,1,1,2,8,2,0,0,5,2,0,0,1,0,4.71428571428571,0.857142857142857,0.571428571428571,0.142857142857143,0.428571428571429,0.571428571428571,0.142857142857143,0.142857142857143,0.142857142857143,1.14285714285714,0.285714285714286,0,0,0.714285714285714,0.285714285714286,0.0853658536585366,0,1.9204301763595e-05,5.86527464148509e-05,3.13659068275738e-05,3.04593266458189e-05,3.44411916652316e-05,0.000642329515041216,0.00229753015508329,0.00115975645114526,0.00114810562571757,0.00119617224880383,NA,0.25,0.4,0.375,4,0.75,0.25,6.3,0.9
"Marquese Chriss","TOT",43,499,182,40,102,142,22,17,11,36,81,180,67,45,32,72,16,0,1,0,0,11.6046511627907,4.23255813953488,0.511627906976744,0.930232558139535,2.37209302325581,3.30232558139535,0.395348837209302,0.255813953488372,0.837209302325581,4.18604651162791,1.55813953488372,1.04651162790698,0.744186046511628,1.67441860465116,0.372093023255814,0.524390243902439,0,0.00058253048682905,0.00032259010528168,0.00111348969237887,0.00103561710595784,0.00137764766660926,0.00468384074941452,0.00285158781594297,0.00864799025578563,0.00794454396759872,0.0111700642278693,0.711111111111111,0.372222222222222,0.222222222222222,0.416666666666667,0.611111111111111,0.71830985915493,0.28169014084507,114.3,2.65813953488372
"Marquese Chriss","HOU",16,104,29,7,21,28,6,2,4,12,17,34,11,7,6,15,1,0,1,0,0,6.5,1.8125,0.375,0.4375,1.3125,1.75,0.125,0.25,0.75,2.125,0.6875,0.4375,0.375,0.9375,0.0625,0.195121951219512,0,9.28207918573761e-05,8.79791196222763e-05,0.000219561347793016,0.000213215286520733,0.000241088341656621,0.00310459265603254,0.00344629523262493,0.00811829515801682,0.00803673938002296,0.00837320574162679,0.857142857142857,0.323529411764706,0.0666666666666667,0.338235294117647,0.5,0.75,0.25,11,0.6875
"Marquese Chriss","CLE",27,395,153,33,81,114,16,15,7,24,64,146,56,38,26,57,15,0,1,0,0,14.6296296296296,5.66666666666667,0.592592592592593,1.22222222222222,3,4.22222222222222,0.555555555555556,0.259259259259259,0.888888888888889,5.40740740740741,2.07407407407407,1.40740740740741,0.962962962962963,2.11111111111111,0.555555555555556,0.329268292682927,0,0.000489709694971674,0.000234610985659403,0.000893928344585852,0.000822401819437112,0.00113655932495264,0.0178592272674215,0.0094228504122497,0.032590051457976,0.0309278350515464,0.037542662116041,0.684210526315789,0.383561643835616,0.263157894736842,0.434931506849315,0.666666666666667,0.710526315789474,0.289473684210526,103.3,3.82592592592593
"Gary Clark","HOU",51,641,148,24,92,116,18,20,26,7,47,151,50,7,7,138,41,0,1,0,0,12.5686274509804,2.90196078431373,0.352941176470588,0.470588235294118,1.80392156862745,2.27450980392157,0.392156862745098,0.509803921568627,0.137254901960784,2.96078431372549,0.980392156862745,0.137254901960784,0.137254901960784,2.70588235294118,0.803921568627451,0.621951219512195,0,0.000473706110168678,0.000263937358866829,0.000909611297999639,0.000934086017138448,0.000826588599965559,0.0158441280376833,0.0103388856978748,0.0336329370832125,0.0352085725220054,0.0287081339712919,1,0.33112582781457,0.297101449275362,0.466887417218543,2.57142857142857,0.793103448275862,0.206896551724138,148.1,2.90392156862745
"Ian Clark","NOP",60,973,401,13,76,89,94,22,8,58,95,383,151,37,33,202,66,0,0,1,0,16.2166666666667,6.68333333333333,1.56666666666667,0.216666666666667,1.26666666666667,1.48333333333333,0.366666666666667,0.133333333333333,0.966666666666667,6.38333333333333,2.51666666666667,0.616666666666667,0.55,3.36666666666667,1.1,0.731707317073171,1,0.00128348750120027,0.001378339540749,0.000697891426913516,0.000771636275027413,0.000447735491648011,0.042362138178745,0.0424187725631769,0.0229499742135121,0.0255978443920512,0.0143014301430143,0.891891891891892,0.394255874673629,0.326732673267327,0.480417754569191,1.62068965517241,0.853932584269663,0.146067415730337,247.4,4.12333333333333
"Jordan Clarkson","CLE",81,2214,1364,82,188,270,196,57,13,135,112,1180,529,192,162,445,144,0,0,1,0,27.3333333333333,16.8395061728395,2.41975308641975,1.01234567901235,2.32098765432099,3.33333333333333,0.703703703703704,0.160493827160494,1.66666666666667,14.5679012345679,6.53086419753086,2.37037037037037,2,5.49382716049383,1.77777777777778,0.98780487804878,1,0.00436577793425727,0.00287398457432769,0.00211719871086123,0.00190878446980465,0.00282417771654899,0.159215594723941,0.115429917550059,0.0771869639794168,0.0717831233295151,0.093287827076223,0.84375,0.448305084745763,0.323595505617978,0.509322033898305,1.45185185185185,0.696296296296296,0.303703703703704,932.5,11.5123456790123
"John Collins","ATL",61,1829,1188,219,376,595,121,22,39,120,199,831,465,266,203,158,55,0,1,0,0,29.983606557377,19.4754098360656,1.98360655737705,3.59016393442623,6.16393442622951,9.75409836065574,0.360655737704918,0.639344262295082,1.9672131147541,13.6229508196721,7.62295081967213,4.36065573770492,3.32786885245902,2.59016393442623,0.901639344262295,0.74390243902439,1,0.00380245174919182,0.00177424557904924,0.0046656786406016,0.00381756893960931,0.00754262097468572,0.127824402840542,0.0571293673276676,0.157407407407407,0.133097345132743,0.229319371727749,0.763157894736842,0.55956678700361,0.348101265822785,0.59265944645006,1.00833333333333,0.631932773109244,0.368067226890756,989.6,16.2229508196721
"Zach Collins","POR",77,1356,512,109,215,324,71,25,66,77,174,400,189,126,94,121,40,1,0,0,0,17.6103896103896,6.64935064935065,0.922077922077922,1.41558441558442,2.79220779220779,4.20779220779221,0.324675324675325,0.857142857142857,1,5.19480519480519,2.45454545454545,1.63636363636364,1.22077922077922,1.57142857142857,0.519480519480519,0.939024390243902,1,0.00163876708382678,0.0010410862488636,0.00254063845303348,0.00218291840961702,0.00375408989151025,0.0544564986173155,0.0376258611552729,0.0823379923761118,0.0724393530997305,0.112719751809721,0.746031746031746,0.4725,0.330578512396694,0.5225,0.922077922077922,0.66358024691358,0.33641975308642,425.9,5.53116883116883
"Darren Collison","IND",76,2143,853,36,196,232,459,110,9,125,138,659,308,190,158,194,79,0,0,1,0,28.1973684210526,11.2236842105263,6.03947368421053,0.473684210526316,2.57894736842105,3.05263157894737,1.44736842105263,0.118421052631579,1.64473684210526,8.67105263157895,4.05263157894737,2.5,2.07894736842105,2.55263157894737,1.03947368421053,0.926829268292683,1,0.0027302115673911,0.00673040265110414,0.00181922259599928,0.00199000934086017,0.00123988289994834,0.0963080049678221,0.215695488721805,0.0657596371882086,0.0708604483007954,0.047244094488189,0.831578947368421,0.467374810318665,0.407216494845361,0.527314112291351,3.672,0.844827586206897,0.155172413793103,875.1,11.5144736842105
"Bonzie Colson","MIL",8,98,39,8,22,30,3,5,1,3,3,39,13,9,8,21,5,0,1,0,0,12.25,4.875,0.375,1,2.75,3.75,0.625,0.125,0.375,4.875,1.625,1.125,1,2.625,0.625,0.0975609756097561,0,0.000124827961463368,4.39895598111382e-05,0.000235244301206803,0.000223368395402672,0.000275529533321853,0.00402642989882304,0.00140449438202247,0.00735654732712114,0.00663449939686369,0.010498687664042,0.888888888888889,0.333333333333333,0.238095238095238,0.397435897435897,1,0.733333333333333,0.266666666666667,34.3,4.2875
"Mike Conley","MEM",70,2342,1478,40,199,239,449,94,22,130,123,1120,490,406,343,426,155,0,0,1,0,33.4571428571429,21.1142857142857,6.41428571428571,0.571428571428571,2.84285714285714,3.41428571428571,1.34285714285714,0.314285714285714,1.85714285714286,16,7,5.8,4.9,6.08571428571429,2.21428571428571,0.853658536585366,1,0.00473065966776558,0.00658377078506701,0.00187411293294753,0.00202046866750599,0.00137764766660926,0.174087161366313,0.228731533367295,0.0697606538237011,0.073621901590825,0.0553250345781466,0.844827586206897,0.4375,0.363849765258216,0.506696428571429,3.45384615384615,0.832635983263598,0.167364016736402,1259,17.9857142857143
"Pat Connaughton","MIL",61,1261,421,61,197,258,122,33,25,33,81,350,163,40,29,200,66,0,0,1,0,20.672131147541,6.9016393442623,2,1,3.22950819672131,4.22950819672131,0.540983606557377,0.409836065573771,0.540983606557377,5.73770491803279,2.67213114754098,0.655737704918033,0.475409836065574,3.27868852459016,1.08196721311475,0.74390243902439,1,0.00134750184041225,0.00178890876565295,0.00202310099037851,0.00200016244974211,0.00210091269157913,0.0434647945488334,0.0571161048689139,0.0632663070132418,0.0594089264173703,0.0800524934383202,0.725,0.465714285714286,0.33,0.56,3.6969696969697,0.763565891472868,0.236434108527132,435.5,7.13934426229508
"Quinn Cook","GSW",74,1059,509,22,135,157,116,20,3,50,92,439,204,26,20,200,81,0,0,1,0,14.3108108108108,6.87837837837838,1.56756756756757,0.297297297297297,1.82432432432432,2.12162162162162,0.27027027027027,0.0405405405405405,0.675675675675676,5.93243243243243,2.75675675675676,0.351351351351351,0.27027027027027,2.7027027027027,1.09459459459459,0.902439024390244,1,0.00162916493294498,0.00170092964603068,0.00123111184298227,0.00137066969906185,0.000757706216635096,0.0527461139896373,0.0480729382511397,0.0414576181674148,0.0451505016722408,0.027603513174404,0.769230769230769,0.464692482915718,0.405,0.556947608200456,2.32,0.859872611464968,0.140127388535032,385.7,5.21216216216216
"DeMarcus Cousins","GSW",30,771,488,43,204,247,107,40,44,72,109,371,178,144,106,95,26,1,0,0,0,25.7,16.2666666666667,3.56666666666667,1.43333333333333,6.8,8.23333333333333,1.33333333333333,1.46666666666667,2.4,12.3666666666667,5.93333333333333,4.8,3.53333333333333,3.16666666666667,0.866666666666667,0.365853658536585,0,0.0015619498767724,0.00156896096659726,0.00193684474660268,0.00207123421191569,0.00148097124160496,0.0505699481865285,0.0443431413178616,0.0652231317665698,0.0682274247491639,0.0539523212045169,0.736111111111111,0.479784366576819,0.273684210526316,0.514824797843666,1.48611111111111,0.825910931174089,0.174089068825911,416.1,13.87
"Robert Covington","TOT",35,1203,465,28,165,193,46,74,47,47,126,362,156,89,68,225,85,0,1,0,0,34.3714285714286,13.2857142857143,1.31428571428571,0.8,4.71428571428571,5.51428571428571,2.11428571428571,1.34285714285714,1.34285714285714,10.3428571428571,4.45714285714286,2.54285714285714,1.94285714285714,6.42857142857143,2.42857142857143,0.426829268292683,0,0.00148833338667862,0.000674506583770785,0.00151340500443043,0.00167526296552004,0.000964353366626485,0.0119669557608668,0.00596241088788075,0.0117539585870889,0.0128514681828803,0.00781904495950852,0.764044943820225,0.430939226519337,0.377777777777778,0.548342541436464,0.978723404255319,0.854922279792746,0.145077720207254,410.4,11.7257142857143
