"playerID","tmID","GP","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","center","forward","guard","allstar","minutesPerGame","pointsPerGame","assistsPerGame","oReboundsPerGame","dReboundsPerGame","reboundsPerGame","stealsPerGame","blocksPerGame","turnoversPerGame","fgAttemptedPerGame","fgMadePerGame","ftAttemptedPerGame","ftMadePerGame","threeAttemptedPerGame","threeMadePerGame","GPRatio","healthy","lgPoints","lgAssists","lgRebounds","lgDRebounds","lgORebounds","tmPoints","tmAssists","tmRebounds","tmDRebounds","tmORebounds","ftPct","fgPct","threePct","efgPct","astTovRatio","dReboundPct","oReboundPct","totalGameScore","avgGameScore"
"Alex Abrines","OKC",31,588,165,5,43,48,20,17,6,14,53,157,56,13,12,127,41,0,0,1,0,18.9677419354839,5.32258064516129,0.645161290322581,0.161290322580645,1.38709677419355,1.54838709677419,0.548387096774194,0.193548387096774,0.451612903225806,5.06451612903226,1.80645161290323,0.419354838709677,0.387096774193548,4.09677419354839,1.32258064516129,0.378048780487805,0,0.000528118298498864,0.000293263732074254,0.000376390881930885,0.000436583681923405,0.000172205958326158,0.0175775007989773,0.0104329681794471,0.0121765601217656,0.0147715561662659,0.00484966052376334,0.923076923076923,0.356687898089172,0.322834645669291,0.487261146496815,1.42857142857143,0.895833333333333,0.104166666666667,109.9,3.54516129032258
"Quincy Acy","PHO",10,123,17,3,22,25,8,1,4,4,24,18,4,10,7,15,2,0,1,0,0,12.3,1.7,0.8,0.3,2.2,2.5,0.1,0.4,0.4,1.8,0.4,1,0.7,1.5,0.2,0.121951219512195,0,5.4412188330186e-05,0.000117305492829702,0.000196036917672336,0.000223368395402672,0.000103323574995695,0.00192853091321611,0.00408788962698007,0.00755058894593778,0.00858369098712446,0.00401069518716578,0.7,0.222222222222222,0.133333333333333,0.277777777777778,2,0.88,0.12,10.1,1.01
"Jaylen Adams","ATL",34,428,108,11,49,60,65,14,5,28,45,110,38,9,7,74,25,0,0,1,0,12.5882352941176,3.17647058823529,1.91176470588235,0.323529411764706,1.44117647058824,1.76470588235294,0.411764705882353,0.147058823529412,0.823529411764706,3.23529411764706,1.11764705882353,0.264705882352941,0.205882352941176,2.17647058823529,0.735294117647059,0.414634146341463,0,0.000345677431744711,0.000953107129241327,0.000470488602413607,0.000497502335215043,0.000378853108317548,0.0116204002582311,0.0306893295561851,0.0158730158730159,0.0173451327433628,0.0115183246073298,0.777777777777778,0.345454545454545,0.337837837837838,0.459090909090909,2.32142857142857,0.816666666666667,0.183333333333333,94.8,2.78823529411765
"Steven Adams","OKC",80,2669,1108,391,369,760,124,117,76,135,204,809,481,292,146,2,0,1,0,0,0,33.3625,13.85,1.55,4.8875,4.6125,9.5,1.4625,0.95,1.6875,10.1125,6.0125,3.65,1.825,0.025,0,0.975609756097561,1,0.00354639439234388,0.00181823513886038,0.00595952229723902,0.00374649717743573,0.0134665059411056,0.118035581122829,0.0646844027125717,0.192795535261289,0.126760563380282,0.379243452958293,0.5,0.594561186650185,0,0.594561186650185,0.918518518518519,0.485526315789474,0.514473684210526,1100.5,13.75625
"Bam Adebayo","MIA",82,1913,729,165,432,597,184,71,65,121,203,486,280,226,166,15,3,1,0,0,0,23.3292682926829,8.89024390243902,2.24390243902439,2.01219512195122,5.26829268292683,7.28048780487805,0.865853658536585,0.792682926829268,1.47560975609756,5.92682926829268,3.41463414634146,2.75609756097561,2.02439024390244,0.182926829268293,0.0365853658536585,1,1,0.0023333226642768,0.00269802633508314,0.00468136159401538,0.00438614303699793,0.00568279662476322,0.0841024457775727,0.0924158714213963,0.157105263157895,0.150052101424106,0.179153094462541,0.734513274336283,0.576131687242798,0.2,0.579218106995885,1.52066115702479,0.723618090452261,0.276381909547739,766.2,9.34390243902439
"Deng Adel","CLE",19,194,32,3,16,19,5,1,4,6,13,36,11,4,4,23,6,0,1,0,0,10.2105263157895,1.68421052631579,0.263157894736842,0.157894736842105,0.842105263157895,1,0.0526315789473684,0.210526315789474,0.315789473684211,1.89473684210526,0.578947368421053,0.210526315789474,0.210526315789474,1.21052631578947,0.315789473684211,0.231707317073171,0,0.000102422942739174,7.33159330185636e-05,0.000148988057430975,0.000162449742111034,0.000103323574995695,0.00373526321932999,0.00294464075382803,0.005431675242996,0.00610920198549065,0.00341296928327645,1,0.305555555555556,0.260869565217391,0.388888888888889,0.833333333333333,0.842105263157895,0.157894736842105,16.6,0.873684210526316
"DeVaughn Akoon-Purcell","DEN",7,22,7,1,3,4,6,2,0,2,4,10,3,2,1,4,0,0,0,1,0,3.14285714285714,1,0.857142857142857,0.142857142857143,0.428571428571429,0.571428571428571,0.285714285714286,0,0.285714285714286,1.42857142857143,0.428571428571429,0.285714285714286,0.142857142857143,0.571428571428571,0,0.0853658536585366,0,2.24050187241942e-05,8.79791196222763e-05,3.13659068275738e-05,3.04593266458189e-05,3.44411916652316e-05,0.000771349862258953,0.00267260579064588,0.0010515247108307,0.00105932203389831,0.00102880658436214,0.5,0.3,0,0.3,3,0.75,0.25,5,0.714285714285714
"LaMarcus Aldridge","SAS",81,2687,1727,251,493,744,194,43,107,144,179,1319,684,412,349,42,10,1,0,0,1,33.1728395061728,21.320987654321,2.39506172839506,3.09876543209877,6.08641975308642,9.18518518518519,0.530864197530864,1.32098765432099,1.77777777777778,16.2839506172839,8.44444444444444,5.08641975308642,4.30864197530864,0.518518518518518,0.123456790123457,0.98780487804878,1,0.00552763819095477,0.00284465820112027,0.00583405866992872,0.00500548267879625,0.00864473910797314,0.188619484491044,0.0963735717834078,0.202890646304881,0.169415807560137,0.331571994715984,0.847087378640777,0.518574677786202,0.238095238095238,0.522365428354814,1.34722222222222,0.662634408602151,0.337365591397849,1417.8,17.5037037037037
"Rawle Alkins","CHI",10,120,37,11,15,26,13,1,0,8,7,39,13,12,8,12,3,0,0,1,0,12,3.7,1.3,1.1,1.5,2.6,0.1,0,0.8,3.9,1.3,1.2,0.8,1.2,0.3,0.121951219512195,0,0.000118426527542169,0.000190621425848265,0.000203878394379229,0.000152296633229095,0.000378853108317548,0.00429982568274259,0.00723830734966592,0.00739266420244527,0.00535905680600214,0.0153203342618384,0.666666666666667,0.333333333333333,0.25,0.371794871794872,1.625,0.576923076923077,0.423076923076923,26,2.6
"Grayson Allen","UTA",38,416,211,3,20,23,25,6,6,33,47,178,67,60,45,99,32,0,0,1,0,10.9473684210526,5.55263157894737,0.657894736842105,0.0789473684210526,0.526315789473684,0.605263157894737,0.157894736842105,0.157894736842105,0.868421052631579,4.68421052631579,1.76315789473684,1.57894736842105,1.18421052631579,2.60526315789474,0.842105263157895,0.463414634146341,0,0.000675351278686426,0.000366579665092818,0.000180353964258549,0.000203062177638793,0.000103323574995695,0.0230324200414802,0.0117205813408345,0.00605103920021047,0.00670915800067092,0.00365853658536585,0.75,0.376404494382022,0.323232323232323,0.466292134831461,0.757575757575758,0.869565217391304,0.130434782608696,104,2.73684210526316
"Jarrett Allen","BRK",80,2096,873,191,481,672,110,43,120,103,184,568,335,278,197,45,6,1,0,0,0,26.2,10.9125,1.375,2.3875,6.0125,8.4,0.5375,1.5,1.2875,7.1,4.1875,3.475,2.4625,0.5625,0.075,0.975609756097561,1,0.00279422590660308,0.0016129505264084,0.00526947234703239,0.00488364537221297,0.00657826760805924,0.0948500651890482,0.0562947799385875,0.175962293794187,0.164782459746489,0.212222222222222,0.70863309352518,0.589788732394366,0.133333333333333,0.595070422535211,1.06796116504854,0.71577380952381,0.28422619047619,884.8,11.06
"Kadeem Allen","NYK",19,416,189,8,43,51,76,16,4,26,46,141,65,54,42,36,17,0,0,1,0,21.8947368421053,9.94736842105263,4,0.421052631578947,2.26315789473684,2.68421052631579,0.842105263157895,0.210526315789474,1.36842105263158,7.42105263157895,3.42105263157895,2.84210526315789,2.21052631578947,1.89473684210526,0.894736842105263,0.231707317073171,0,0.000604935505553244,0.00111440218188217,0.000399915312051566,0.000436583681923405,0.000275529533321853,0.0220408163265306,0.0461725394896719,0.0139040348964013,0.0152970473141231,0.00933488914819136,0.777777777777778,0.460992907801418,0.472222222222222,0.521276595744681,2.92307692307692,0.843137254901961,0.156862745098039,164.4,8.65263157894737
"Al-Farouq Aminu","POR",81,2292,760,112,498,610,104,68,33,72,143,593,257,173,150,280,96,0,1,0,0,28.2962962962963,9.38271604938272,1.28395061728395,1.38271604938272,6.14814814814815,7.53086419753086,0.839506172839506,0.407407407407407,0.888888888888889,7.32098765432099,3.17283950617284,2.1358024691358,1.85185185185185,3.45679012345679,1.18518518518519,0.98780487804878,1,0.00243254489005537,0.00152497140678612,0.004783300791205,0.00505624822320595,0.00385741346650594,0.0808338651350776,0.0551139374668786,0.155019059720457,0.167789757412399,0.115822130299897,0.867052023121387,0.433389544688027,0.342857142857143,0.51433389544688,1.44444444444444,0.816393442622951,0.183606557377049,739.4,9.12839506172839
"Justin Anderson","ATL",48,463,178,24,60,84,23,22,13,23,48,157,64,35,26,77,24,0,1,0,0,9.64583333333333,3.70833333333333,0.479166666666667,0.5,1.25,1.75,0.458333333333333,0.270833333333333,0.479166666666667,3.27083333333333,1.33333333333333,0.729166666666667,0.541666666666667,1.60416666666667,0.5,0.585365853658537,0,0.000569727618986653,0.000337253291885393,0.000658684043379049,0.000609186532916379,0.000826588599965559,0.0191521411663439,0.0108593012275732,0.0222222222222222,0.0212389380530973,0.025130890052356,0.742857142857143,0.407643312101911,0.311688311688312,0.484076433121019,1,0.714285714285714,0.285714285714286,139.5,2.90625
"Kyle Anderson","MEM",43,1281,346,48,203,251,128,54,37,58,112,276,150,64,37,34,9,0,1,0,0,29.7906976744186,8.04651162790698,2.97674418604651,1.11627906976744,4.72093023255814,5.83720930232558,1.25581395348837,0.86046511627907,1.34883720930233,6.41860465116279,3.48837209302326,1.48837209302326,0.86046511627907,0.790697674418605,0.209302325581395,0.524390243902439,0,0.00110744806836731,0.00187688788527523,0.00196821065343025,0.00206108110303375,0.00165317719993112,0.04075382803298,0.065206316861946,0.0732632807939288,0.075101738808731,0.0663900414937759,0.578125,0.543478260869565,0.264705882352941,0.559782608695652,2.20689655172414,0.808764940239044,0.191235059760956,366.8,8.53023255813953
"Ryan Anderson","TOT",25,322,63,18,36,54,19,4,1,14,25,69,21,16,12,40,9,0,1,0,0,12.88,2.52,0.76,0.72,1.44,2.16,0.16,0.04,0.56,2.76,0.84,0.64,0.48,1.6,0.36,0.304878048780488,0,0.000201645168517748,0.000278600545470542,0.000423439742172246,0.000365511919749827,0.000619941449974169,0.00162132949018195,0.00246273493195075,0.00328867235079172,0.00280395669444661,0.00502652890254119,0.75,0.304347826086957,0.225,0.369565217391304,1.35714285714286,0.666666666666667,0.333333333333333,42.5,1.7
"Ryan Anderson","PHO",15,278,56,14,31,45,17,3,1,12,23,60,19,14,11,34,7,0,1,0,0,18.5333333333333,3.73333333333333,1.13333333333333,0.933333333333333,2.06666666666667,3,0.2,0.0666666666666667,0.8,4,1.26666666666667,0.933333333333333,0.733333333333333,2.26666666666667,0.466666666666667,0.182926829268293,0,0.000179240149793554,0.000249274172263116,0.000352866451810205,0.000314746375340129,0.000482176683313243,0.00635280771412365,0.00868676545733265,0.013591060102688,0.0120952009364027,0.018716577540107,0.785714285714286,0.316666666666667,0.205882352941176,0.375,1.41666666666667,0.688888888888889,0.311111111111111,36.7,2.44666666666667
"Ryan Anderson","MIA",10,44,7,4,5,9,2,1,0,2,2,9,2,2,1,6,2,0,1,0,0,4.4,0.7,0.2,0.4,0.5,0.9,0.1,0,0.2,0.9,0.2,0.2,0.1,0.6,0.2,0.121951219512195,0,2.24050187241942e-05,2.93263732074254e-05,7.0573290362041e-05,5.07655444096982e-05,0.000137764766660926,0.000807568066451315,0.00100452034153692,0.00236842105263158,0.00173671413685307,0.00434310532030402,0.5,0.222222222222222,0.333333333333333,0.333333333333333,1,0.555555555555556,0.444444444444444,5.8,0.58
"Ike Anigbogu","IND",3,6,0,1,2,3,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0.333333333333333,0.333333333333333,0.666666666666667,1,0,0.333333333333333,0.333333333333333,1,0,0,0,0,0,0.0365853658536585,0,0,1.46631866037127e-05,2.35244301206803e-05,2.03062177638793e-05,3.44411916652316e-05,0,0.000469924812030075,0.000850340136054422,0.000723065798987708,0.00131233595800525,NA,0,0,0,1,0.666666666666667,0.333333333333333,-0.4,-0.133333333333333
"Giannis Antetokounmpo","MIL",72,2358,1994,159,739,898,424,92,110,268,232,1247,721,686,500,203,52,0,1,0,1,32.75,27.6944444444444,5.88888888888889,2.20833333333333,10.2638888888889,12.4722222222222,1.27777777777778,1.52777777777778,3.72222222222222,17.3194444444444,10.0138888888889,9.52777777777778,6.94444444444444,2.81944444444444,0.722222222222222,0.878048780487805,1,0.00638222961943475,0.00621719111997419,0.00704164608279031,0.0075031474637534,0.00547614947477183,0.205864133801363,0.198501872659176,0.220205983325159,0.222858866103739,0.208661417322835,0.728862973760933,0.578187650360866,0.25615763546798,0.599037690457097,1.58208955223881,0.822939866369711,0.17706013363029,1793.9,24.9152777777778
"Kostas Antetokounmpo","DAL",2,11,2,0,1,1,0,2,0,1,0,3,0,4,2,0,0,0,1,0,0,5.5,1,0,0,0.5,0.5,1,0,0.5,1.5,0,2,1,0,0,0.024390243902439,0,6.40143392119835e-06,0,7.84147670689344e-06,1.01531088819397e-05,0,0.000224039430939845,0,0.000269106566200215,0.000346740638002774,0,0.5,0,0,0,0,1,0,0.4,0.2
"Carmelo Anthony","HOU",10,294,134,9,45,54,5,4,7,8,32,121,49,22,15,64,21,0,1,0,0,29.4,13.4,0.5,0.9,4.5,5.4,0.4,0.7,0.8,12.1,4.9,2.2,1.5,6.4,2.1,0.121951219512195,0,0.000428896072720289,7.33159330185636e-05,0.000423439742172246,0.000456889899687284,0.000309970724987085,0.0143453591692538,0.00287191269385411,0.015656712090461,0.0172215843857635,0.0107655502392345,0.681818181818182,0.40495867768595,0.328125,0.491735537190083,0.625,0.833333333333333,0.166666666666667,85.9,8.59
"OG Anunoby","TOR",67,1352,469,58,139,197,47,46,22,55,140,404,183,62,36,202,67,0,1,0,0,20.1791044776119,7,0.701492537313433,0.865671641791045,2.07462686567164,2.94029850746269,0.686567164179104,0.328358208955224,0.82089552238806,6.02985074626866,2.73134328358209,0.925373134328358,0.537313432835821,3.01492537313433,1,0.817073170731707,1,0.00150113625452101,0.000689169770374498,0.00154477091125801,0.00141128213458961,0.00199758911658343,0.0499786871270247,0.0225419664268585,0.0531570426335672,0.0476027397260274,0.0737913486005089,0.580645161290323,0.452970297029703,0.331683168316832,0.535891089108911,0.854545454545454,0.705583756345178,0.294416243654822,341.4,5.0955223880597
"Ryan Arcidiacono","CHI",81,1961,544,27,192,219,269,65,4,63,171,418,187,102,89,217,81,0,0,1,0,24.2098765432099,6.71604938271605,3.32098765432099,0.333333333333333,2.37037037037037,2.7037037037037,0.802469135802469,0.0493827160493827,0.777777777777778,5.16049382716049,2.30864197530864,1.25925925925926,1.09876543209877,2.67901234567901,1,0.98780487804878,1,0.00174119002656595,0.00394439719639872,0.00171728339880966,0.00194939690533241,0.000929912174961254,0.06321905868681,0.14977728285078,0.0622689792436736,0.0685959271168274,0.0376044568245125,0.872549019607843,0.447368421052632,0.373271889400922,0.544258373205742,4.26984126984127,0.876712328767123,0.123287671232877,554.6,6.84691358024691
"Trevor Ariza","TOT",69,2349,863,50,321,371,252,91,21,106,130,736,294,164,130,434,145,0,1,0,0,34.0434782608696,12.5072463768116,3.65217391304348,0.72463768115942,4.65217391304348,5.3768115942029,1.31884057971015,0.304347826086957,1.53623188405797,10.6666666666667,4.26086956521739,2.3768115942029,1.88405797101449,6.28985507246377,2.10144927536232,0.841463414634146,1,0.00276221873699709,0.00369512302413561,0.00290918785825747,0.00325914795110263,0.00172205958326158,0.0222096404766194,0.0326636422553467,0.0225943970767357,0.0250019471921489,0.0139625802848366,0.792682926829268,0.39945652173913,0.334101382488479,0.497961956521739,2.37735849056604,0.865229110512129,0.134770889487871,765.2,11.0898550724638
"Trevor Ariza","PHO",26,884,258,16,129,145,87,38,8,39,44,227,86,43,36,139,50,0,1,0,0,34,9.92307692307692,3.34615384615385,0.615384615384615,4.96153846153846,5.57692307692308,1.46153846153846,0.307692307692308,1.5,8.73076923076923,3.30769230769231,1.65384615384615,1.38461538461538,5.34615384615385,1.92307692307692,0.317073170731707,0,0.000825784975834587,0.00127569723452301,0.00113701412249955,0.00130975104577021,0.000551059066643706,0.0292682926829268,0.0444557996934083,0.0437934158864391,0.0503316426063207,0.0213903743315508,0.837209302325581,0.378854625550661,0.359712230215827,0.488986784140969,2.23076923076923,0.889655172413793,0.110344827586207,248.5,9.5576923076923
"Trevor Ariza","WAS",43,1465,605,34,192,226,165,53,13,67,86,509,208,121,94,295,95,0,1,0,0,34.0697674418605,14.0697674418605,3.83720930232558,0.790697674418605,4.46511627906977,5.25581395348837,1.23255813953488,0.302325581395349,1.55813953488372,11.8372093023256,4.83720930232558,2.81395348837209,2.18604651162791,6.86046511627907,2.2093023255814,0.524390243902439,0,0.0019364337611625,0.0024194257896126,0.00177217373575792,0.00194939690533241,0.00117100051661787,0.0647058823529412,0.0766016713091922,0.0650734235531241,0.0716685330347144,0.0428211586901763,0.776859504132231,0.408644400785855,0.322033898305085,0.50196463654224,2.46268656716418,0.849557522123894,0.150442477876106,516.7,12.0162790697674
"D.J. Augustin","ORL",81,2269,948,41,162,203,426,52,4,128,115,677,318,209,181,311,131,0,0,1,0,28.0123456790123,11.7037037037037,5.25925925925926,0.506172839506173,2,2.50617283950617,0.641975308641975,0.0493827160493827,1.58024691358025,8.35802469135803,3.92592592592593,2.58024691358025,2.23456790123457,3.83950617283951,1.61728395061728,0.98780487804878,1,0.00303427967864802,0.00624651749318162,0.00159181977149937,0.00164480363887422,0.0014120888582745,0.107727272727273,0.203341288782816,0.0545112781954887,0.0558235699517574,0.0498783454987835,0.866028708133971,0.469719350073855,0.421221864951768,0.566469719350074,3.328125,0.798029556650246,0.201970443349754,898.8,11.0962962962963
"Deandre Ayton","PHO",71,2183,1159,223,506,729,125,61,67,126,209,870,509,189,141,4,0,1,0,0,0,30.7464788732394,16.3239436619718,1.76056338028169,3.14084507042254,7.12676056338028,10.2676056338028,0.859154929577465,0.943661971830986,1.77464788732394,12.2535211267606,7.16901408450704,2.66197183098592,1.98591549295775,0.0563380281690141,0,0.865853658536585,1,0.00370963095733444,0.00183289832546409,0.00571643651932532,0.00513747309426146,0.00768038574134665,0.131480431083381,0.0638732754215636,0.220175173663546,0.197424892703863,0.298128342245989,0.746031746031746,0.585057471264368,0,0.585057471264368,0.992063492063492,0.694101508916324,0.305898491083676,1028.1,14.4802816901408
"Dwayne Bacon","CHO",43,759,316,8,81,89,47,12,5,18,72,257,122,46,34,87,38,0,0,1,0,17.6511627906977,7.34883720930233,1.09302325581395,0.186046511627907,1.88372093023256,2.06976744186047,0.27906976744186,0.116279069767442,0.418604651162791,5.97674418604651,2.83720930232558,1.06976744186047,0.790697674418605,2.02325581395349,0.883720930232558,0.524390243902439,0,0.00101142655954934,0.000689169770374498,0.000697891426913516,0.000822401819437112,0.000275529533321853,0.0347979297434203,0.0246719160104987,0.0247772828507795,0.0291576673866091,0.00982800982800983,0.739130434782609,0.474708171206226,0.436781609195402,0.54863813229572,2.61111111111111,0.910112359550562,0.0898876404494382,226.8,5.27441860465116
"Marvin Bagley","SAC",62,1567,923,162,309,471,62,33,59,98,120,706,356,262,181,96,30,0,1,0,0,25.2741935483871,14.8870967741935,1,2.61290322580645,4.98387096774194,7.59677419354839,0.532258064516129,0.951612903225806,1.58064516129032,11.3870967741935,5.74193548387097,4.2258064516129,2.91935483870968,1.54838709677419,0.483870967741935,0.75609756097561,1,0.00295426175463304,0.000909117569430189,0.00369333552894681,0.00313731064451935,0.00557947304976752,0.0985795151126776,0.0297647623619779,0.126442953020134,0.109613338063143,0.178807947019868,0.690839694656489,0.504249291784703,0.3125,0.525495750708215,0.63265306122449,0.656050955414013,0.343949044585987,728.6,11.7516129032258
"Ron Baker","TOT",15,152,14,1,10,11,15,6,1,5,18,20,4,6,5,13,1,0,0,1,0,10.1333333333333,0.933333333333333,1,0.0666666666666667,0.666666666666667,0.733333333333333,0.4,0.0666666666666667,0.333333333333333,1.33333333333333,0.266666666666667,0.4,0.333333333333333,0.866666666666667,0.0666666666666667,0.182926829268293,0,4.48100374483884e-05,0.000219947799055691,8.62562437758279e-05,0.000101531088819396,3.44411916652316e-05,0.000360295442262655,0.00194426441996111,0.000669914738124239,0.000778876859568502,0.000279251605696733,0.833333333333333,0.2,0.0769230769230769,0.225,3,0.909090909090909,0.0909090909090909,10.3,0.686666666666667
"Ron Baker","NYK",11,107,14,1,6,7,13,5,0,3,16,16,4,6,5,9,1,0,0,1,0,9.72727272727273,1.27272727272727,1.18181818181818,0.0909090909090909,0.545454545454545,0.636363636363636,0.454545454545455,0,0.272727272727273,1.45454545454545,0.363636363636364,0.545454545454545,0.454545454545455,0.818181818181818,0.0909090909090909,0.134146341463415,0,4.48100374483884e-05,0.000190621425848265,5.48903369482541e-05,6.09186532916379e-05,3.44411916652316e-05,0.00163265306122449,0.00789793438639125,0.00190839694656489,0.00213447171824973,0.00116686114352392,0.833333333333333,0.25,0.111111111111111,0.28125,4.33333333333333,0.857142857142857,0.142857142857143,11.6,1.05454545454545
"Ron Baker","WAS",4,45,0,0,4,4,2,1,1,2,2,4,0,0,0,4,0,0,0,1,0,11.25,0,0.5,0,1,1,0.25,0.25,0.5,1,0,0,0,1,0,0.0487804878048781,0,0,2.93263732074254e-05,3.13659068275738e-05,4.06124355277586e-05,0,0,0.000928505106778087,0.00115174200978981,0.00149309443822322,0,NA,0,0,0,1,1,0,-1.3,-0.325
"Wade Baldwin","POR",16,94,30,2,13,15,12,1,2,14,11,33,10,11,8,9,2,0,0,1,0,5.875,1.875,0.75,0.125,0.8125,0.9375,0.0625,0.125,0.875,2.0625,0.625,0.6875,0.5,0.5625,0.125,0.195121951219512,0,9.60215088179752e-05,0.000175958239244553,0.000117622150603402,0.000131990415465215,6.88823833304632e-05,0.00319081046585833,0.00635930047694754,0.00381194409148666,0.0043800539083558,0.00206825232678387,0.727272727272727,0.303030303030303,0.222222222222222,0.333333333333333,0.857142857142857,0.866666666666667,0.133333333333333,8.2,0.5125
"Lonzo Ball","LAL",47,1423,465,54,197,251,255,69,19,103,114,456,185,48,20,228,75,0,0,1,0,30.2765957446809,9.8936170212766,5.42553191489362,1.14893617021277,4.19148936170213,5.34042553191489,1.46808510638298,0.404255319148936,2.19148936170213,9.70212765957447,3.93617021276596,1.02127659574468,0.425531914893617,4.85106382978723,1.59574468085106,0.573170731707317,0,0.00148833338667862,0.00373911258394674,0.00196821065343025,0.00200016244974211,0.00185982434992251,0.0507364975450082,0.121660305343511,0.0657068062827225,0.0659966499162479,0.0646706586826347,0.416666666666667,0.405701754385965,0.328947368421053,0.487938596491228,2.47572815533981,0.784860557768924,0.215139442231076,447.7,9.52553191489362
"Mohamed Bamba","ORL",47,766,292,64,169,233,39,13,64,43,102,243,117,63,37,70,21,1,0,0,0,16.2978723404255,6.21276595744681,0.829787234042553,1.36170212765957,3.59574468085106,4.95744680851064,0.276595744680851,1.36170212765957,0.914893617021277,5.17021276595745,2.48936170212766,1.34042553191489,0.787234042553192,1.48936170212766,0.446808510638298,0.573170731707317,0,0.000934609352494959,0.000571864277544796,0.00182706407270617,0.0017158754010478,0.00220423626657482,0.0331818181818182,0.0186157517899761,0.0625671321160043,0.0582356995175741,0.0778588807785888,0.587301587301587,0.481481481481481,0.3,0.524691358024691,0.906976744186046,0.725321888412017,0.274678111587983,263.5,5.6063829787234
"J.J. Barea","DAL",38,752,415,13,82,95,211,22,1,72,50,385,161,78,55,128,38,0,0,1,0,19.7894736842105,10.9210526315789,5.55263157894737,0.342105263157895,2.15789473684211,2.5,0.578947368421053,0.0263157894736842,1.89473684210526,10.1315789473684,4.23684210526316,2.05263157894737,1.44736842105263,3.36842105263158,1,0.463414634146341,0,0.00132829753864866,0.00309393237338338,0.000744940287154877,0.000832554928319051,0.000447735491648011,0.0464881819200179,0.110010427528676,0.0255651237890205,0.0284327323162275,0.015625,0.705128205128205,0.418181818181818,0.296875,0.467532467532468,2.93055555555556,0.863157894736842,0.136842105263158,328,8.63157894736842
"Harrison Barnes","TOT",77,2533,1265,57,304,361,115,50,13,98,122,1027,431,278,229,441,174,0,1,0,0,32.8961038961039,16.4285714285714,1.49350649350649,0.74025974025974,3.94805194805195,4.68831168831169,0.649350649350649,0.168831168831169,1.27272727272727,13.3376623376623,5.5974025974026,3.61038961038961,2.97402597402597,5.72727272727273,2.25974025974026,0.939024390243902,1,0.00404890695515796,0.00168626645942696,0.00283077309118853,0.00308654510010965,0.0019631479249182,0.0325552667473042,0.0149060272197019,0.0219853836784409,0.0236778565308825,0.0159173415247138,0.823741007194245,0.41966893865628,0.394557823129252,0.504381694255112,1.1734693877551,0.842105263157895,0.157894736842105,892.4,11.5896103896104
"Harrison Barnes","DAL",49,1584,866,36,171,207,62,33,11,68,79,717,290,198,165,311,121,0,1,0,0,32.3265306122449,17.6734693877551,1.26530612244898,0.73469387755102,3.48979591836735,4.22448979591837,0.673469387755102,0.224489795918367,1.38775510204082,14.6326530612245,5.91836734693878,4.04081632653061,3.36734693877551,6.3469387755102,2.46938775510204,0.597560975609756,0,0.00277182088787888,0.000909117569430189,0.00162318567832694,0.00173618161881168,0.00123988289994834,0.0970090735969531,0.032325338894682,0.0557050592034446,0.0592926490984743,0.0432692307692308,0.833333333333333,0.404463040446304,0.389067524115756,0.48884239888424,0.911764705882353,0.826086956521739,0.173913043478261,576.3,11.7612244897959
"Harrison Barnes","SAC",28,949,399,21,133,154,53,17,2,30,43,310,141,80,64,130,53,0,1,0,0,33.8928571428571,14.25,1.89285714285714,0.75,4.75,5.5,0.607142857142857,0.0714285714285714,1.07142857142857,11.0714285714286,5.03571428571429,2.85714285714286,2.28571428571429,4.64285714285714,1.89285714285714,0.341463414634146,0,0.00127708606727907,0.000777148889996774,0.00120758741286159,0.00135036348129797,0.000723265024969864,0.0426145466196732,0.0254440710513682,0.0413422818791946,0.0471798510109968,0.0231788079470199,0.8,0.454838709677419,0.407692307692308,0.540322580645161,1.76666666666667,0.863636363636364,0.136363636363636,316.1,11.2892857142857
"Will Barton","DEN",43,1189,494,32,167,199,124,18,22,65,82,460,185,74,57,196,67,0,0,1,0,27.6511627906977,11.4883720930233,2.88372093023256,0.744186046511628,3.88372093023256,4.62790697674419,0.418604651162791,0.511627906976744,1.51162790697674,10.6976744186047,4.30232558139535,1.72093023255814,1.32558139534884,4.55813953488372,1.55813953488372,0.524390243902439,0,0.00158115417853599,0.00181823513886038,0.00156045386467179,0.00169556918328392,0.00110211813328741,0.054435261707989,0.0552338530066815,0.0523133543638276,0.0589689265536723,0.0329218106995885,0.77027027027027,0.402173913043478,0.341836734693878,0.475,1.90769230769231,0.839195979899497,0.160804020100503,360.9,8.39302325581395
"Keita Bates-Diop","MIN",30,503,151,16,67,83,17,18,14,14,29,142,60,28,18,52,13,0,1,0,0,16.7666666666667,5.03333333333333,0.566666666666667,0.533333333333333,2.23333333333333,2.76666666666667,0.6,0.466666666666667,0.466666666666667,4.73333333333333,2,0.933333333333333,0.6,1.73333333333333,0.433333333333333,0.365853658536585,0,0.000483308261050475,0.000249274172263116,0.000650842566672156,0.000680258295089957,0.000551059066643706,0.0163721131952727,0.00842418235877106,0.0225973318812959,0.0243636363636364,0.0173347778981582,0.642857142857143,0.422535211267606,0.25,0.46830985915493,1.21428571428571,0.807228915662651,0.192771084337349,122.2,4.07333333333333
